bug_description , class_name
the method foo capture of super is ambiguous for the type bar capture of super,Backend
hook controller account success authentication after not called with auth source,Backend
postfix error in postfix completion for var,Backend
user api doe not accept boolean like string value for generate password,Backend
meta proton tabstrip work,Frontend
include attachment in news post notification,Backend
copy download x button for screenshots should be sticky,Frontend
closing tab quickly cause the browser to resize itself,Frontend
ability to limit search to last week month year,Backend
opening link when multi window firefox is closed open new tab in least recently used background window,Backend
icon display differently in urlbar to tab,Frontend
make robust redmine helper url uri with safe scheme,Frontend
complete metric readme document in the sync server repo,Backend
mail error,Backend
task redmine attachment prune doesnt physically delete attachment file,Frontend
warn about hidden visit on server in history validator,Backend
can not open task attachment,Frontend
firefox erroneously report cooky a blocked when firefox is set to block all third party cooky,Frontend
dialog integrated modal dialog,Frontend
convert feature callout theme mixins to use light dark,Backend
update top site tile design,Frontend
wizard jar packager is resized to default on each run,Frontend
the design of the tracker selection ui on the custom field editing screen and the project setting screen should be aligned to create a sense of coherence and unity,Backend
clicking the save change button in edit mode with the previous username doe not save the change,Frontend
